HEADER,Raster Number, RF Direction,Polarization,Date,Time,
,0,Rx,Horizontal,2019/03/06,21:47:18
position BS1 -3.500, position BS2 -2.500, position RT1 0.000
AO settings empty
7.70000000000E+10	+1.82773546026E+01	-8.31841720624E+01	-7.66949871769E+01	-2.75975986065E+01	-7.91455833769E+01	-2.47200193799E+01	+2.93108320346E+01	+1.47818797755E+02
7.70150000000E+10	+1.86561042044E+01	-7.84055213239E+01	-8.53747341598E+01	-8.39831159875E+01	-6.10928838720E+01	+1.60181603638E+02	+2.85954420068E+01	+1.59501897385E+02
7.70300000000E+10	+1.88482721301E+01	-7.43879180327E+01	-7.58572045777E+01	-1.53177716409E+02	-5.85939454561E+01	-1.78077717611E+02	+2.96812914846E+01	+1.71019000657E+02
7.70450000000E+10	+1.88881221581E+01	-7.06540809679E+01	-7.89010834183E+01	+1.43555190918E+02	-6.91852731153E+01	-9.37357548827E+01	+2.92418122955E+01	+1.76476036549E+02
7.70600000000E+10	+1.87565233683E+01	-6.66427062608E+01	-7.33910480738E+01	+1.55179051415E+02	-5.84675468251E+01	+7.84922498062E+01	+2.99098586450E+01	-1.70199930095E+02
7.70750000000E+10	+1.84629001525E+01	-6.18199283340E+01	-7.92576727273E+01	+1.32096252477E+02	-6.83138752826E+01	+1.18088846615E+02	+3.00613081963E+01	-1.68919489998E+02
7.70900000000E+10	+1.81140481182E+01	-5.61891356354E+01	-8.01646823727E+01	+1.29058392970E+02	-7.07196572155E+01	+9.52259320543E+01	+2.97676881683E+01	-1.56440586020E+02
7.71050000000E+10	+1.77011747120E+01	-4.97455468193E+01	-9.96960663440E+01	-6.06108193483E+01	-6.20484353383E+01	+1.70829074732E+02	+3.03084701575E+01	-1.53260790448E+02
7.71200000000E+10	+1.72920730354E+01	-4.23724626784E+01	-7.40243491039E+01	+1.72098684650E+02	-6.64354397792E+01	+6.09784554011E+01	+2.92203310357E+01	-1.43277398034E+02
7.71350000000E+10	+1.69055956175E+01	-3.47166514581E+01	-7.48532546084E+01	+1.63272511441E+02	-7.38931676541E+01	-1.76427428328E+02	+2.97755393564E+01	-1.33056255646E+02
7.71500000000E+10	+1.65556208057E+01	-2.64193299846E+01	-8.69750683033E+01	+6.48302457872E+01	-7.22375494042E+01	-1.63197617360E+02	+2.86014550925E+01	-1.24909654657E+02
7.71650000000E+10	+1.62589904835E+01	-1.77671673937E+01	-8.18187011823E+01	+1.57188759232E+02	-7.68276681549E+01	-3.82790954714E+01	+2.87271988965E+01	-1.08067151242E+02
7.71800000000E+10	+1.60240751383E+01	-8.79304159844E+00	-8.08531111158E+01	+4.02988837361E+01	-8.67043808887E+01	+3.33240260188E+01	+2.84559328742E+01	-1.00536722117E+02
7.71950000000E+10	+1.58653442337E+01	+5.08490952355E-01	-7.77616644054E+01	+8.71720076905E+01	-7.99286391490E+01	-1.61529966338E+02	+2.81176325935E+01	-8.22019831484E+01
7.72100000000E+10	+1.57874022145E+01	+9.95110315914E+00	-7.58817968829E+01	+4.77441811837E+01	-7.05935353316E+01	+1.31196520598E+02	+2.87846467116E+01	-7.15893886523E+01
7.72250000000E+10	+1.58000969666E+01	+1.94994101605E+01	-8.15596001268E+01	-2.47230474251E+01	-6.29430952724E+01	-7.96416394938E+01	+2.81634874018E+01	-5.76063601792E+01
7.72400000000E+10	+1.59355086269E+01	+2.91803283726E+01	-8.94988303888E+01	-3.90823081277E+01	-7.82308917493E+01	-1.01379354286E+02	+2.92965664686E+01	-4.24111324482E+01
7.72550000000E+10	+1.61566981234E+01	+3.86406620831E+01	-7.43890038511E+01	-5.83910942508E+00	-6.65242939201E+01	-6.43180531967E+01	+2.91068997758E+01	-3.53770829541E+01
7.72700000000E+10	+1.65192780052E+01	+4.77392543013E+01	-7.48750129423E+01	-8.50798974079E+01	-6.74154264468E+01	+1.14474579088E+02	+2.96799025213E+01	-1.87089341331E+01
7.72850000000E+10	+1.69520348824E+01	+5.61101262827E+01	-9.21404082599E+01	+1.18175864514E+02	-7.32163958168E+01	-9.00504438104E+01	+3.00098077922E+01	-1.62655207127E+01
7.73000000000E+10	+1.74393185031E+01	+6.36473069229E+01	-7.47032986214E+01	-8.74493553393E+01	-7.06107143537E+01	-1.75707855061E+01	+2.93343530165E+01	-2.51015882633E+00
7.73150000000E+10	+1.79314972416E+01	+7.01761804577E+01	-7.50610125817E+01	-9.31176525545E+01	-7.30270244438E+01	-1.28946827031E+02	+2.97061821564E+01	+3.04137478176E+00
7.73300000000E+10	+1.83885987541E+01	+7.59427703919E+01	-7.60016219950E+01	-7.92470799468E+01	-8.46011161904E+01	+1.17123256199E+02	+2.81848606966E+01	+1.41566859478E+01
7.73450000000E+10	+1.87504878733E+01	+8.09976720452E+01	-7.35119520810E+01	-1.75123052816E+02	-6.74966525660E+01	-1.35797906589E+01	+2.82835978264E+01	+2.73290612969E+01
7.73600000000E+10	+1.89862843034E+01	+8.55006855372E+01	-8.60126063032E+01	+8.87618545300E+01	-7.34718362981E+01	+1.33543651278E+02	+2.70851121092E+01	+3.62217495905E+01
7.73750000000E+10	+1.91251742620E+01	+8.98554955641E+01	-7.72345211967E+01	-1.16118095789E+02	-7.26848386929E+01	-1.38227857901E+02	+2.67406658631E+01	+5.39404366975E+01
7.73900000000E+10	+1.90757333241E+01	+9.42278238313E+01	-7.83211618432E+01	-1.50697417121E+02	-6.35908465832E+01	-1.74472837560E+01	+2.64683783250E+01	+6.31258564358E+01
7.74050000000E+10	+1.89259831670E+01	+9.88935295555E+01	-8.34882840626E+01	+1.41814834548E+02	-7.21554525747E+01	+3.96126271108E+01	+2.58131034899E+01	+7.97066594725E+01
7.74200000000E+10	+1.86853616679E+01	+1.04508877845E+02	-8.41246526965E+01	+8.31786561601E+01	-6.88335760518E+01	-3.85672546318E+01	+2.62857146348E+01	+9.09696321691E+01
