HEADER,Raster Number, RF Direction,Polarization,Date,Time,
,0,Rx,Horizontal,2019/03/06,21:38:45
position RT3 -1.000, position RT1 0.000
AO settings empty
HEADER,Raster Number, RF Direction,Polarization,Date,Time,
,1,Rx,Horizontal,2019/03/06,21:38:46
position RT3 0.000, position RT1 0.000
AO settings - 3.5363,5.0972,0.1190,3.2042,5.4927,4.7972,5.1603,2.6613,4.9067,2.0584,3.4416,3.4931,0.5669,0.2919,0.0970,0.9320,1.0323,2.4858,1.7309,0.1757,1.1245,1.1556,2.5259,2.8322,2.7354,3.6214,3.6853,4.1751,0.8395,2.1471,5.5242,4.9760,3.1627,2.0112,5.6991,1.1423,1.4658,3.6577,3.8780,1.1760,5.8734,3.4831,2.2767,0.5201,5.9065,5.7553,4.3294,5.6894,0.5279,1.7466,5.0338,3.1499,3.3682,5.6680,1.1624,0.5711,0.6526,3.1968,2.8295,5.3685,4.6664,0.0778,2.8826,3.4578
HEADER,Raster Number, RF Direction,Polarization,Date,Time,
,1,Rx,Horizontal,2019/03/06,21:38:47
position RT3 0.000, position RT1 0.000
AO settings - 1.8790,4.5510,3.2861,2.8753,2.4642,3.1025,3.0055,2.6629,3.5229,4.5966,2.9798,1.9998,4.7479,3.1207,3.7924,3.4347,0.6526,2.8633,2.8362,0.5823,0.7339,4.6082,3.6757,3.5318,3.3867,1.3472,1.3984,1.2116,1.3800,0.5764,2.8865,2.7839,4.5814,1.5231,4.6191,1.7572,2.3964,5.6509,1.9456,5.1623,1.8909,1.1403,4.5951,4.4922,1.5782,1.4507,5.8032,1.7405,1.1475,5.5370,1.5500,0.4277,2.9982,5.7244,5.0059,1.0404,0.2373,0.2175,4.3234,4.3411,5.3448,4.4050,4.5546,5.2700
HEADER,Raster Number, RF Direction,Polarization,Date,Time,
,1,Rx,Horizontal,2019/03/06,21:38:47
position RT3 0.000, position RT1 0.000
AO settings - 3.2838,4.8719,2.8336,4.0096,0.7251,3.2789,5.1966,3.0841,1.9658,1.0502,2.0789,3.4092,5.6171,0.4069,4.6645,3.8823,1.7008,0.2759,1.2970,1.7158,2.5239,4.3201,5.6543,4.7177,0.3883,1.8102,5.0016,1.1666,0.5437,3.9843,1.9824,4.8547,5.7481,0.4651,3.6128,0.0708,2.1659,5.9096,3.6096,2.3266,1.0474,2.1552,0.1627,3.7254,0.8716,0.9555,2.4161,0.5905,4.5644,4.0390,1.0269,1.1627,0.7330,3.6361,0.4819,2.1202,4.1595,5.7298,4.4133,1.6450,2.1685,0.4763,0.9261,0.0472
HEADER,Raster Number, RF Direction,Polarization,Date,Time,
,1,Rx,Horizontal,2019/03/06,21:38:48
position RT3 0.000, position RT1 0.000
AO settings - 1.3096,0.7487,5.7156,4.7984,3.5297,0.0247,1.9699,2.8006,5.4344,5.1034,5.1175,2.2134,2.3119,4.2757,3.1216,0.6925,3.7645,1.1017,0.0402,0.1804,2.0014,5.7418,0.6335,3.4006,2.7551,5.0230,5.3259,0.5771,0.4240,1.6986,0.8899,0.2241,4.1276,0.2504,3.7017,2.8059,2.5577,4.3263,0.0875,5.8865,1.0289,4.2582,2.9203,0.4567,0.3867,2.7250,0.1295,2.4371,3.5038,4.5405,2.7752,0.3589,5.7586,0.2146,3.9491,2.5767,5.8102,4.1012,1.9012,4.9780,5.5821,0.6278,2.3968,2.3104
HEADER,Raster Number, RF Direction,Polarization,Date,Time,
,1,Rx,Horizontal,2019/03/06,21:38:49
position RT3 0.000, position RT1 0.000
AO settings - 1.0354,3.1719,3.9010,1.9594,1.9677,2.7046,1.1844,1.5909,2.3182,1.5580,5.3581,0.9312,4.3594,1.1207,4.7947,0.1356,0.8832,3.1225,4.6030,1.9828,2.9421,0.3634,3.6272,1.9711,0.0676,0.1214,2.3436,0.0201,3.5525,2.4372,4.6566,3.7998,4.9911,1.1067,0.9954,2.5708,0.9857,2.0468,3.0271,0.5769,0.1615,1.6981,1.4044,0.8339,5.9689,1.2027,3.2808,0.5850,1.3801,3.4291,5.6280,3.8376,1.4067,1.4915,1.1180,1.4595,1.5586,4.5183,1.7068,2.6479,3.3864,4.9442,3.8181,4.9986
HEADER,Raster Number, RF Direction,Polarization,Date,Time,
,1,Rx,Horizontal,2019/03/06,21:38:49
position RT3 0.000, position RT1 0.000
AO settings - 4.3247,3.5196,4.2594,3.8971,3.3547,3.9250,5.6985,5.0485,1.9280,4.1590,3.8964,0.2943,1.4160,0.6161,3.2706,5.5611,4.6326,0.5683,2.2840,3.2372,5.9609,5.9551,3.0009,0.6621,5.5326,4.6993,3.7831,2.8111,1.2261,3.5948,0.4268,3.3744,2.0015,4.6214,1.2957,5.5971,2.8782,5.2911,2.5474,5.5477,3.0038,4.6234,1.8545,0.5497,4.7054,2.4194,3.3013,3.8254,2.7766,3.4723,3.6410,5.9540,2.3521,2.8697,4.7413,3.6370,4.8595,5.0688,1.0985,3.7916,3.7446,0.9160,4.6754,4.4109
HEADER,Raster Number, RF Direction,Polarization,Date,Time,
,1,Rx,Horizontal,2019/03/06,21:38:50
position RT3 0.000, position RT1 0.000
AO settings - 0.1964,0.3601,2.2230,5.3225,3.0027,3.9452,5.1948,5.6175,0.8581,3.3184,2.5226,3.9095,3.5600,5.2533,0.3979,4.0012,1.7549,2.8958,4.6653,1.2382,4.0950,5.8169,3.1493,5.3575,5.8118,5.9928,3.6438,5.2438,2.0561,3.8113,0.8967,3.4843,1.7824,4.4495,5.4945,4.8854,2.9946,1.2475,0.0634,1.7576,1.4927,2.8476,3.1744,1.5259,2.2147,5.3330,5.7374,1.0871,4.1298,1.7649,5.9073,3.0200,3.2719,3.7823,2.4656,4.2890,3.8183,0.7818,4.3116,3.9339,3.3627,1.3491,3.5636,1.5350
HEADER,Raster Number, RF Direction,Polarization,Date,Time,
,1,Rx,Horizontal,2019/03/06,21:38:50
position RT3 0.000, position RT1 0.000
AO settings - 2.4678,2.4911,1.7878,5.0178,3.5462,3.5490,1.8196,0.3322,1.0786,5.2067,5.5398,4.1903,0.2675,2.7748,3.7888,2.1163,1.3818,5.6824,2.1057,4.3494,4.9083,3.6852,1.1523,2.7288,5.9681,0.9396,1.8729,5.8952,4.2070,3.0585,2.5678,5.2139,3.3602,5.2018,4.6512,5.3363,5.4657,4.2855,3.9290,1.8431,0.1640,1.3672,4.2754,2.2296,0.8285,1.8588,0.4822,1.9551,4.1686,3.6130,1.8921,0.2046,1.4327,0.6919,3.2189,4.5602,5.9054,3.6119,4.5116,1.9867,5.4610,4.1586,3.5016,1.1553
