HEADER,Raster Number, RF Direction,Polarization,Date,Time,
,0,Tx,Horizontal,2019/06/14,18:21:44
RT3,RT1
-60.0000,0.000000
AO settings empty
7.60000000000E+10,-8.77967841268E+00,-1.15534624391E+02,-2.54076513392E+01,+1.26108646969E+02,-2.51959833064E+01,+1.46609381233E+02,-1.40343557044E+01,+8.54194428251E+01
7.65000000000E+10,-7.43973353539E+00,-1.15294514063E+02,-2.46231029917E+01,+1.37241812526E+02,-2.45362868594E+01,+1.52362193989E+02,-1.74970156699E+01,+8.42179901876E+01
7.70000000000E+10,-7.30660252081E+00,-1.22320621248E+02,-2.52502815458E+01,+1.49621267739E+02,-2.53058560598E+01,+1.65502778129E+02,-1.60666077237E+01,+4.22643217055E+01
7.75000000000E+10,-8.01696301967E+00,-1.20240487791E+02,-2.55322148832E+01,+1.57333546185E+02,-2.50122816878E+01,+1.77999137894E+02,-1.45967561113E+01,+6.04850612159E+01
7.80000000000E+10,-8.73610085345E+00,-1.11400410344E+02,-2.59003209921E+01,+1.65051934214E+02,-2.54877188090E+01,-1.76893378839E+02,-1.69960161503E+01,+7.70327633427E+01
7.85000000000E+10,-9.28647438431E+00,-1.04535508638E+02,-2.73306878239E+01,+1.58336779114E+02,-2.73357728540E+01,+1.77203550982E+02,-2.08362098470E+01,+5.26043833952E+01
7.90000000000E+10,-9.60468196698E+00,-1.20546694570E+02,-3.00314915410E+01,+1.61684119533E+02,-3.01482207555E+01,+1.76772114493E+02,-1.29906068374E+01,+7.17700312803E+01
7.95000000000E+10,-8.98129253677E+00,-1.25291033034E+02,-3.13761390309E+01,+1.57977435428E+02,-3.08490327228E+01,+1.74910100555E+02,-1.99192439149E+01,+9.56980718356E+01
8.00000000000E+10,-8.09760320410E+00,-1.19503492818E+02,-3.52074288552E+01,+1.79874000263E+02,-3.47279742391E+01,-1.62792951636E+02,-1.01453997805E+01,+4.43090392403E+01
8.05000000000E+10,-6.50461081271E+00,-1.15170677866E+02,-3.79394252312E+01,-1.58708751569E+02,-3.71676544759E+01,-1.42401955194E+02,-1.37822193837E+01,+9.04597182585E+01
8.10000000000E+10,-6.70621416356E+00,-1.15468634378E+02,-4.30077511975E+01,-1.18718272603E+02,-4.27404000334E+01,-1.04278645104E+02,-9.98159203353E+00,+3.40328086518E+00
HEADER,Raster Number, RF Direction,Polarization,Date,Time,
,1,Tx,Horizontal,2019/06/14,18:21:45
RT3,RT1
-59.0000,0.000000
AO settings empty
7.60000000000E+10,-1.39498524602E+01,-1.31813302206E+02,-2.51052467589E+01,+1.27080362538E+02,-2.47976676441E+01,+1.47094175546E+02,-1.40269660197E+01,+8.54970446402E+01
7.65000000000E+10,-1.12632673775E+01,-1.23574375043E+02,-2.52338110360E+01,+1.36407736901E+02,-2.49983553413E+01,+1.51721907235E+02,-1.75107924539E+01,+8.41215799536E+01
7.70000000000E+10,-1.11179295179E+01,-1.20991834691E+02,-2.55904622410E+01,+1.44837669875E+02,-2.54597440420E+01,+1.60762207135E+02,-1.60631547643E+01,+4.23191406445E+01
7.75000000000E+10,-1.26369799675E+01,-1.06601703764E+02,-2.60387735045E+01,+1.50825861193E+02,-2.54627117601E+01,+1.71558497327E+02,-1.45952109812E+01,+6.04856692483E+01
7.80000000000E+10,-1.47159048157E+01,-8.84187384492E+01,-2.57643162343E+01,+1.58246175021E+02,-2.53432665686E+01,+1.77276524563E+02,-1.69836626189E+01,+7.69265110698E+01
7.85000000000E+10,-1.57621254725E+01,-9.66306813621E+01,-2.69682263307E+01,+1.53179056142E+02,-2.69258019289E+01,+1.72557936274E+02,-2.08435344526E+01,+5.27856331455E+01
7.90000000000E+10,-1.61810659328E+01,-1.19562220264E+02,-2.98266597903E+01,+1.62655671919E+02,-2.97643263970E+01,+1.78279042498E+02,-1.29898244300E+01,+7.17585938848E+01
7.95000000000E+10,-1.26730967025E+01,-1.29999501085E+02,-3.20137960301E+01,+1.57885136737E+02,-3.14913665561E+01,+1.75602315021E+02,-1.99157789902E+01,+9.57088048770E+01
8.00000000000E+10,-1.23981009232E+01,-1.24587411576E+02,-3.64660612388E+01,+1.78692730962E+02,-3.60213836488E+01,-1.63484218202E+02,-1.01418901057E+01,+4.43414568051E+01
8.05000000000E+10,-9.33478916667E+00,-1.11571201769E+02,-3.86639822382E+01,-1.64642342208E+02,-3.78467735018E+01,-1.47924959435E+02,-1.37816333498E+01,+9.04680816704E+01
8.10000000000E+10,-1.08287858801E+01,-1.01623009860E+02,-4.38304512007E+01,-1.22760456836E+02,-4.35326510808E+01,-1.08125058468E+02,-9.97888801207E+00,+3.41108547945E+00
HEADER,Raster Number, RF Direction,Polarization,Date,Time,
,2,Tx,Horizontal,2019/06/14,18:21:46
RT3,RT1
-58.0000,0.000000
AO settings empty
7.60000000000E+10,-3.33353602264E+01,-1.13444465583E+02,-2.48369049104E+01,+1.26379220024E+02,-2.45263474279E+01,+1.44796561863E+02,-1.40219019522E+01,+8.54989363948E+01
7.65000000000E+10,-2.31085363277E+01,-7.96463919172E+01,-2.55687894361E+01,+1.37513577505E+02,-2.51545211331E+01,+1.51476378716E+02,-1.75270816708E+01,+8.41050333402E+01
7.70000000000E+10,-2.24203494530E+01,-6.99365763560E+01,-2.64564767825E+01,+1.41689306617E+02,-2.60522661706E+01,+1.56550743669E+02,-1.60622236993E+01,+4.23457914097E+01
7.75000000000E+10,-2.08935716206E+01,-4.69168280897E+01,-2.67993503783E+01,+1.44793405440E+02,-2.61587074697E+01,+1.64897474379E+02,-1.45959554527E+01,+6.04715715445E+01
7.80000000000E+10,-2.00305140564E+01,-4.01707036663E+01,-2.61281484265E+01,+1.51660565148E+02,-2.57220556222E+01,+1.70580982899E+02,-1.69853856135E+01,+7.68679250360E+01
7.85000000000E+10,-2.01152663384E+01,-5.76107206668E+01,-2.69916357641E+01,+1.47804344144E+02,-2.69194661982E+01,+1.66656142448E+02,-2.08413170721E+01,+5.28316389269E+01
7.90000000000E+10,-2.17962857554E+01,-6.50316761858E+01,-2.96995076079E+01,+1.60180859810E+02,-2.95138228477E+01,+1.75252106522E+02,-1.29899230387E+01,+7.17574092900E+01
7.95000000000E+10,-1.94234812972E+01,-9.36881070057E+01,-3.22257572975E+01,+1.59787340837E+02,-3.16889010869E+01,+1.77687119618E+02,-1.99203668032E+01,+9.56849464873E+01
8.00000000000E+10,-2.40059650647E+01,-6.28388363331E+01,-3.73492585855E+01,-1.77466614626E+02,-3.69441144905E+01,-1.59815268546E+02,-1.01412725633E+01,+4.43247357380E+01
8.05000000000E+10,-1.78111682436E+01,-7.41534455463E+01,-3.97047109715E+01,-1.66066963316E+02,-3.88014524262E+01,-1.49660349315E+02,-1.37823913955E+01,+9.04490066317E+01
8.10000000000E+10,-2.00535526698E+01,-6.21330318581E+01,-4.42411588561E+01,-1.26774138929E+02,-4.39117042375E+01,-1.12512710643E+02,-9.97106145562E+00,+3.40430016089E+00
